AL_Stream,Interest,IT_Related_Courses,Cost,Degree_type,cost_value,location,Degree_Program,skills
Tech,SE,No,No,Part time,"Less than 500,000",Kandy,CN,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Tech,CS,No,Yes,Part time,"Between 500,000 and 1,000,000",Colombo,IT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Maths,IT,Yes,Yes,Full time,"Less than 500,000",Colombo,IT,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Tech,AI,No,Yes,Part time,"Less than 500,000",Kandy,DS,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Science,CS,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Jaffna,ICT,"{'Programming Languages': 'Swift', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Art,IT,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Colombo,ICT,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Maths,CS,Yes,Yes,Full time,"Less than 500,000",Jaffna,CN,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Science,CS,No,Yes,Full time,"Between 500,000 and 1,000,000",Colombo,SE,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Tech,IT,Yes,Yes,Full time,"Between 1,000,000 and 1,500,000",Colombo,DS,"{'Programming Languages': 'Java', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Science,AI,Yes,Yes,Part time,"Less than 500,000",Colombo,SE,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Tech,IT,Yes,Yes,Full time,"Greater than 2,000,000",Jaffna,CN,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Science,AI,Yes,Yes,Part time,"Less than 500,000",Jaffna,DS,"{'Programming Languages': 'Python', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Maths,AI,Yes,No,Full time,"Less than 500,000",Kandy,SE,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Tech,AI,No,No,Part time,"Greater than 2,000,000",Colombo,IT,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Maths,IT,No,No,Part time,"Greater than 2,000,000",Kandy,SE,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Maths,CS,Yes,Yes,Full time,"Less than 500,000",Jaffna,SE,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
Tech,IT,No,Yes,Part time,"Between 1,000,000 and 1,500,000",Kandy,SE,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Art,IT,No,No,Full time,"Between 500,000 and 1,000,000",Jaffna,DS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Maths,SE,No,No,Part time,"Between 1,000,000 and 1,500,000",Colombo,DS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Science,AI,Yes,No,Full time,"Less than 500,000",Jaffna,DS,"{'Programming Languages': 'Swift', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Science,IT,Yes,No,Part time,"Between 500,000 and 1,000,000",Jaffna,CN,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Art,SE,No,Yes,Full time,"Between 500,000 and 1,000,000",Colombo,IT,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Tech,SE,No,Yes,Part time,"Less than 500,000",Kandy,ICT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}"
Tech,SE,Yes,No,Full time,"Greater than 2,000,000",Jaffna,CS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
